Tidpunkt;Latency;Down;Up;ID
2021-05-03 14:54;34,76;19,22;7,41;sth20154f60e
2021-05-03 15:00;83,54;13,81;4,57;sth201a81f6a
2021-05-03 15:05;43,55;16,56;6,15;sth401fb5c76
2021-05-03 15:07;34,84;19,42;8,63;sth2019dca1a
2021-05-03 15:10;36,57;9,04;7,36;sth2012f5ca5
2021-05-03 15:20;34,96;10,72;8,35;sth401a637b6
2021-05-03 15:22;34,97;11,52;7,80;sth201236fed
2021-05-03 15:30;34,95;17,31;7,17;sth40195c9b0
2021-05-03 15:40;34,98;6,06;5,84;sth201afde91
2021-05-03 15:50;56,90;21,01;7,60;sth201fb69ac
2021-05-03 16:00;34,96;16,24;7,12;sth4016cfd16
2021-05-03 16:10;35,00;18,07;7,17;sth2015b3a41
2021-05-03 16:20;34,95;13,77;7,14;sth401aa5530
2021-05-03 16:30;37,83;13,54;6,83;sth401015c18
2021-05-03 16:40;38,50;13,70;6,36;sth4018ac8e2
2021-05-03 16:50;34,93;16,61;6,88;sth40177019d
2021-05-03 17:00;34,79;9,27;7,13;sth401a48bdf
2021-05-03 17:10;52,11;11,49;7,50;sth4016781ce
2021-05-03 17:20;34,94;14,95;7,08;sth4018a6522
2021-05-03 17:30;34,80;12,06;7,35;sth4015257ed
2021-05-03 17:40;71,19;17,51;6,93;sth201d874ac
2021-05-03 17:50;74,37;17,12;6,70;sth401e17fd7
2021-05-03 18:00;76,80;5,72;5,06;sth2014b258e
2021-05-03 18:10;37,37;15,81;7,14;sth201abdb80
2021-05-03 18:20;50,70;14,04;1,81;sth401795c68
2021-05-03 18:30;64,57;15,77;5,59;sth40197ca82
2021-05-03 18:40;50,44;15,40;5,87;sth201f250e2
2021-05-03 18:50;36,91;11,64;5,41;sth201ce1779
2021-05-03 19:00;35,01;9,87;2,80;sth401041041
2021-05-03 19:10;67,77;7,40;4,97;sth401d3bceb
2021-05-03 19:20;36,86;5,33;5,57;sth201163424
2021-05-03 19:30;47,99;5,62;6,93;sth2011e6e04
2021-05-03 19:40;45,51;5,17;1,54;sth201254bcd
2021-05-03 19:50;34,95;5,43;6,79;sth401812d72
2021-05-03 20:00;36,80;7,16;6,68;sth4010ac12d
2021-05-03 20:10;39,98;5,60;7,25;sth401136e90
2021-05-03 20:20;40,56;3,58;6,11;sth401156a33
2021-05-03 20:30;40,20;4,95;6,52;sth20163c1d2
2021-05-03 20:40;69,51;3,16;6,01;sth201c80f38
2021-05-03 20:50;55,26;2,63;5,02;sth201b03a24
2021-05-03 21:00;42,16;3,42;5,18;sth401bdc8b1
2021-05-03 21:10;36,70;3,52;5,26;sth401ffea3d
2021-05-03 21:20;59,57;2,42;2,33;sth4012ac650
2021-05-03 21:30;67,16;5,28;3,98;sth40111c3f0
2021-05-03 21:40;39,99;5,54;4,59;sth4018e9e17
2021-05-03 21:50;83,99;2,63;3,16;sth2010ae2c6
2021-05-03 22:00;42,98;3,49;6,21;sth201a61b61
2021-05-03 22:10;124,65;8,92;4,37;sth201843f46
2021-05-03 22:20;79,40;6,11;4,70;sth201fb329b
2021-05-03 22:30;34,97;4,76;6,85;sth40152f8fb
2021-05-03 22:40;66,54;9,14;5,41;sth401f63ef8
2021-05-03 22:50;38,23;6,56;5,28;sth20186951e
2021-05-03 23:00;36,67;6,75;6,45;sth40122031a
2021-05-03 23:10;40,00;4,20;6,16;sth20193f5e2
2021-05-03 23:20;34,67;9,62;6,94;sth4016cc98f
2021-05-03 23:30;40,00;13,89;5,22;sth201a1300a
2021-05-03 23:40;34,99;14,71;6,92;sth401e81248
2021-05-03 23:50;40,00;10,02;5,67;sth401c82f1e
2021-05-04 00:00;41,13;13,30;5,59;sth4018d4cf1
2021-05-04 00:10;38,11;14,01;3,00;sth401080b8d
2021-05-04 00:20;42,44;13,25;5,42;sth2012931df
2021-05-04 00:30;39,13;18,28;7,11;sth4012d4a10
2021-05-04 00:40;39,95;13,48;5,55;sth201dc5a80
2021-05-04 00:50;45,23;14,95;5,22;sth401a309ce
2021-05-04 01:00;45,47;13,64;5,67;sth201b54b70
2021-05-04 01:10;41,12;13,26;5,52;sth401399d25
2021-05-04 01:20;35,40;21,74;7,34;sth201e47f01
2021-05-04 01:30;35,15;25,36;7,01;sth40166364a
2021-05-04 01:40;35,55;23,22;7,19;sth201e5dd85
2021-05-04 01:50;34,96;23,64;7,13;sth2018ef6f1
2021-05-04 02:00;34,90;23,23;7,34;sth4014dad60
2021-05-04 02:10;35,01;23,69;7,24;sth4015ab1b1
2021-05-04 02:20;38,98;24,20;7,31;sth2013be3ac
2021-05-04 02:30;35,67;27,72;7,05;sth2017e9ae7
2021-05-04 02:40;34,95;26,27;7,20;sth401313af8
2021-05-04 02:50;34,97;24,47;7,41;sth4011f51ba
2021-05-04 03:00;36,10;25,14;7,28;sth201f6efa2
2021-05-04 03:10;34,99;25,56;7,08;sth4012076e8
2021-05-04 03:20;34,96;24,96;7,23;sth401577b5e
2021-05-04 03:30;38,39;23,54;7,19;sth20127d77a
2021-05-04 03:40;34,96;25,74;7,27;sth201eed547
2021-05-04 03:50;34,93;23,67;7,22;sth2013b0624
2021-05-04 04:00;34,88;25,70;7,45;sth401122398
2021-05-04 04:10;34,93;27,09;6,97;sth401eb6fb5
2021-05-04 04:20;34,95;28,46;7,27;sth40131abd4
2021-05-04 04:30;34,87;28,25;7,41;sth201c95fa6
2021-05-04 04:40;34,65;25,46;7,09;sth201125926
2021-05-04 04:50;34,95;22,39;6,89;sth401173cdf
2021-05-04 05:00;38,59;12,71;7,08;sth201a12574
2021-05-04 05:10;34,98;27,37;7,47;sth401b0e2d1
2021-05-04 05:20;35,55;20,82;7,63;sth201f78f33
2021-05-04 05:30;41,74;23,86;6,94;sth201fbff6c
2021-05-04 05:40;34,88;16,50;7,06;sth4010a1463
2021-05-04 05:50;36,96;15,44;7,05;sth2018192a9
2021-05-04 06:00;40,06;19,97;7,38;sth2015be60a
2021-05-04 06:10;35,26;12,47;6,71;sth401e781fb
2021-05-04 06:20;34,59;17,94;7,16;sth401c65c79
2021-05-04 06:30;48,26;20,03;6,92;sth2012f7ad3
2021-05-04 06:40;40,98;16,45;6,90;sth201114735
2021-05-04 06:50;37,55;10,44;7,05;sth401aa8933
2021-05-04 07:00;36,70;18,67;6,95;sth4013ab1b2
2021-05-04 07:10;43,47;3,12;5,91;sth201a450e8
2021-05-04 07:20;36,57;13,24;6,28;sth201fc509b
2021-05-04 07:30;34,93;13,15;7,16;sth4010145e1
2021-05-04 07:40;34,96;13,49;6,89;sth401378eaf
2021-05-04 07:50;45,08;11,99;6,87;sth20137a982
2021-05-04 08:00;77,06;15,59;6,64;sth20185048c
2021-05-04 08:10;39,14;15,46;6,92;sth40154c162
2021-05-04 08:20;38,26;11,91;7,03;sth401d353ec
2021-05-04 08:30;36,86;15,69;7,00;sth401392a4d
2021-05-04 08:40;37,18;9,87;5,73;sth2014950ae
2021-05-04 08:50;38,96;19,67;6,43;sth401c3d8ce
2021-05-04 09:00;54,89;15,17;6,39;sth401d390e5
2021-05-04 09:10;41,84;14,87;5,47;sth401275138
2021-05-04 09:20;43,17;8,74;5,85;sth401a2b047
2021-05-04 09:30;40,46;15,28;6,12;sth401286f28
2021-05-04 09:40;41,57;10,64;6,27;sth201359a05
2021-05-04 09:50;40,37;12,07;6,91;sth2012cf1de
2021-05-04 10:00;40,73;14,47;6,56;sth401ce331c
2021-05-04 10:10;43,42;12,69;4,87;sth4018ea84a
2021-05-04 10:20;35,67;15,99;6,86;sth2016c4150
2021-05-04 10:30;34,86;19,81;6,96;sth2019ef20c
2021-05-04 10:40;37,55;15,78;7,05;sth20180bfbc
2021-05-04 10:50;42,08;18,64;6,50;sth401020722
2021-05-04 11:00;45,39;15,59;6,37;sth40177aa01
2021-05-04 11:10;73,00;18,42;3,53;sth201f2e845
2021-05-04 11:20;71,10;17,64;5,45;sth201f4d977
2021-05-04 11:30;45,84;14,60;5,61;sth4010444e9
2021-05-04 11:40;37,69;19,23;7,21;sth20109b258
2021-05-04 11:50;48,95;19,12;6,15;sth201009493
2021-05-04 17:20;34,99;12,82;6,50;sth2080a8a40
2021-05-04 17:30;80,53;20,44;6,76;sth208d74463
2021-05-04 17:40;90,98;2,95;2,07;sth208f50c9e
2021-05-04 17:50;40,25;4,82;5,98;sth4020e473b
2021-05-04 18:00;39,33;12,50;7,50;sth208699c5e
2021-05-04 18:10;42,96;11,70;6,06;sth2084d9f8e
2021-05-04 18:20;43,13;18,01;6,76;sth208c9923c
2021-05-04 18:30;46,41;11,94;6,20;sth402803362
2021-05-04 18:40;34,95;10,50;7,33;sth20800501d
2021-05-04 18:50;39,25;5,91;7,21;sth208c5e857
2021-05-04 19:00;35,52;9,66;5,81;sth4025a2fcd
2021-05-04 19:10;40,33;9,35;6,91;sth402fb29a2
2021-05-04 19:20;51,38;11,94;4,46;sth208069bdd
2021-05-04 19:30;43,55;3,59;4,44;sth402567aac
2021-05-04 19:40;89,78;4,79;5,34;sth2082728c9
2021-05-04 19:50;40,03;8,81;5,45;sth208db1e1d
2021-05-04 20:00;43,15;7,98;6,70;sth208675d94
2021-05-04 20:10;40,69;2,89;5,38;sth4021c0f0d
2021-05-04 20:20;221,15;1,78;0,53;sth2086ddbe0
2021-05-04 20:30;259,47;1,02;1,93;sth20817b5bf
2021-05-04 20:40;102,90;1,27;3,72;sth20851f42f
2021-05-04 20:50;106,25;3,29;2,60;sth20826cd7b
2021-05-04 21:00;116,48;1,53;3,25;sth20802fd35
2021-05-04 21:10;48,14;8,57;2,95;sth208a4e887
2021-05-04 21:20;215,35;0,56;0,42;sth402baf155
2021-05-04 21:30;91,01;1,74;1,85;sth208d0fa6f
2021-05-04 21:40;91,47;2,64;1,26;sth20826cfe0
2021-05-04 21:50;200,96;6,35;4,07;sth20884e46b
2021-05-04 22:00;116,46;2,25;2,28;sth402e61445
2021-05-04 22:10;39,46;5,75;5,23;sth402efeef4
2021-05-04 22:20;46,10;5,69;4,45;sth2087a17b7
2021-05-04 22:30;38,39;7,98;3,42;sth4028a44db
2021-05-04 22:40;35,26;8,50;6,77;sth208a56ad8
2021-05-04 22:50;37,71;6,85;6,27;sth208c2ddc2
2021-05-04 23:00;45,29;11,45;6,82;sth4026c3087
2021-05-04 23:10;39,60;6,35;6,57;sth40269e4ce
2021-05-04 23:20;41,13;11,16;8,34;sth208811759
2021-05-04 23:30;38,72;11,08;7,93;sth402d89518
2021-05-04 23:40;34,72;10,65;7,50;sth208853646
2021-05-04 23:50;34,96;4,32;6,10;sth402f0275d
2021-05-05 00:00;54,34;12,03;7,13;sth2082b82a4
44321,00001;68,98;14,40;6,51;sth40196c2d2
2021-05-05 00:10;36,12;12,77;7,18;sth402e0b628
2021-05-05 00:20;39,84;11,85;6,02;sth4029b1d95
2021-05-05 00:30;36,74;17,11;7,26;sth40262d9a2
2021-05-05 00:40;41,72;15,72;7,01;sth402d0aa37
2021-05-05 00:50;38,64;13,79;6,28;sth402a3fcbb
2021-05-05 01:00;34,97;12,41;7,57;sth402b17da1
2021-05-05 01:10;45,31;15,95;8,28;sth208f137c9
2021-05-05 01:20;35,87;17,85;6,46;sth402336c1d
2021-05-05 01:30;35,80;18,08;7,61;sth402c08850
2021-05-05 01:40;35,16;18,17;6,59;sth208f59b7e
2021-05-05 01:50;42,58;22,04;5,56;sth20852a6bf
2021-05-05 02:00;38,79;19,71;6,44;sth402f5219b
2021-05-05 02:10;68,61;22,12;7,79;sth208ed8090
2021-05-05 02:20;39,85;12,63;5,92;sth402417272
2021-05-05 02:30;46,11;10,57;7,38;sth208f0b417
2021-05-05 02:40;44,95;20,63;6,31;sth4026ee66d
2021-05-05 02:50;39,58;8,36;6,04;sth208b39678
2021-05-05 03:00;36,51;21,79;6,60;sth208a85bbf
2021-05-05 03:10;42,37;16,96;7,02;sth402403111
2021-05-05 03:20;39,11;21,25;8,52;sth20860ddd3
2021-05-05 03:30;40,26;18,48;6,94;sth4024c8ad2
2021-05-05 03:40;40,53;19,02;6,76;sth40230d576
2021-05-05 03:50;43,70;19,41;6,80;sth40276a166
2021-05-05 04:00;43,23;23,84;7,65;sth4023686fc
2021-05-05 04:10;38,27;24,07;7,14;sth208b16b87
2021-05-05 04:20;34,81;24,32;7,63;sth2088b2ceb
2021-05-05 04:30;34,98;23,75;6,96;sth4021d530e
2021-05-05 04:40;42,67;20,91;6,85;sth208e16a80
2021-05-05 04:50;34,99;27,14;7,38;sth208075e20
2021-05-05 05:00;37,74;23,78;6,49;sth208e4d120
2021-05-05 05:10;35,25;20,84;7,21;sth4026bd550
2021-05-05 05:20;36,29;22,03;6,58;sth208522806
2021-05-05 05:30;53,07;21,47;6,83;sth208a3d1b5
2021-05-05 05:40;34,94;11,48;6,37;sth400003870
2021-05-05 05:50;35,98;22,67;7,01;sth208e7d960
2021-05-05 06:00;34,70;19,16;6,63;sth400284d40
2021-05-05 06:10;40,23;23,30;6,82;sth208059caf
2021-05-05 06:20;34,93;15,52;7,29;sth208ab968c
2021-05-05 06:30;38,47;16,56;7,30;sth400e3d9af
2021-05-05 06:40;35,84;18,82;8,04;sth208ae6f12
2021-05-05 06:50;34,99;18,27;6,74;sth4007b06ea
2021-05-05 07:00;37,13;12,02;5,89;sth208ee2721
2021-05-05 07:10;34,95;7,03;6,18;sth2082acc9f
2021-05-05 07:20;34,95;16,17;6,70;sth208dfb1f1
2021-05-05 07:30;43,12;11,29;6,96;sth4008bae3c
2021-05-05 07:40;39,84;14,86;6,97;sth4002428e8
2021-05-05 07:50;40,87;13,64;6,10;sth40077be5a
2021-05-05 08:00;43,67;13,54;6,16;sth400168208
2021-05-05 08:10;35,50;22,13;6,39;sth208d89d0d
2021-05-05 08:20;34,69;21,06;9,08;sth4001ff6f6
2021-05-05 08:30;34,54;19,54;4,94;sth208930aa8
2021-05-05 08:40;36,44;11,46;5,44;sth400ada0c4
2021-05-05 08:50;40,23;12,88;6,23;sth4002e2c14
2021-05-05 09:00;46,67;12,05;5,10;sth2082dca19
2021-05-05 09:10;36,66;14,76;5,89;sth2087d4974
2021-05-05 09:20;40,12;18,41;7,24;sth2083bfe20
2021-05-05 09:30;39,66;14,77;6,39;sth20899e451
2021-05-05 09:40;152,96;10,70;6,12;sth400ca2d91
2021-05-05 09:50;40,64;9,41;6,91;sth208bd10a6
2021-05-05 10:00;43,68;16,79;5,22;sth208c31338
2021-05-05 10:10;35,25;17,54;7,15;sth208765634
2021-05-05 10:20;34,96;15,73;7,43;sth400f88427
2021-05-05 10:30;45,13;13,68;4,13;sth208d8b9a7
2021-05-05 10:40;78,27;15,85;5,43;sth40001521b
2021-05-05 10:50;94,98;17,94;5,55;sth4009e08d7
2021-05-05 11:00;42,79;20,91;6,21;sth400ce1615
2021-05-05 11:10;34,98;17,83;5,48;sth208541ae0
2021-05-05 11:20;124,98;3,96;5,26;sth208a49ea6
2021-05-05 11:30;39,93;9,63;6,04;sth208f434fe
2021-05-05 11:40;38,30;15,91;6,03;sth20815328d
2021-05-05 11:50;47,94;18,98;5,29;sth208608432
2021-05-05 13:00;37,50;18,23;7,45;sth208f1a752
2021-05-05 13:10;34,95;15,46;7,71;sth2082adfd1
2021-05-05 13:20;39,49;16,86;5,54;sth208a006a8
2021-05-05 13:30;39,95;14,18;6,62;sth40084dc46
2021-05-05 13:40;38,03;17,14;6,30;sth400621fee
2021-05-05 13:50;43,48;16,71;5,99;sth208366feb
2021-05-05 14:00;46,01;15,39;6,54;sth40077dc69
2021-05-05 14:10;48,08;11,30;5,56;sth208566f94
2021-05-05 14:20;39,99;9,57;8,25;sth400e38f94
2021-05-05 14:30;37,93;7,75;5,75;sth208b6e213
2021-05-05 14:40;34,95;16,11;7,89;sth400da1e0f
2021-05-05 14:50;43,68;15,89;6,88;sth20842c4b2
2021-05-05 15:00;35,00;5,41;6,85;sth4000f8886
2021-05-05 15:10;36,70;10,53;6,04;sth40089ae8a
2021-05-05 15:20;50,54;10,35;6,78;sth208df2c63
2021-05-05 15:30;35,14;19,13;5,66;sth400b91110
2021-05-05 15:40;47,21;18,05;6,15;sth208f2af3f
2021-05-05 15:50;34,82;17,75;6,52;sth40067d5d1
2021-05-05 16:00;78,14;6,45;6,33;sth208c372ca
2021-05-05 16:10;41,41;14,19;8,11;sth2084c0c66
2021-05-05 16:20;36,39;12,04;6,17;sth208349554
2021-05-05 16:30;34,95;5,96;6,04;sth208e87991
2021-05-05 16:40;36,29;5,39;6,71;sth40088f459
2021-05-05 16:50;39,97;7,14;7,12;sth208e7bb69
2021-05-05 17:00;81,31;5,97;6,67;sth2081fb713
2021-05-05 17:10;35,23;11,66;3,50;sth208f4304e
2021-05-05 17:20;37,13;9,18;6,55;sth20801d5b2
2021-05-05 17:30;36,83;14,32;6,19;sth400c71641
2021-05-05 17:40;47,00;8,08;7,84;sth4006a85d1
2021-05-05 17:50;35,05;9,12;6,16;sth400111079
2021-05-05 18:00;47,71;6,62;5,76;sth20869aba2
2021-05-05 18:10;40,99;11,06;6,71;sth400208602
2021-05-05 18:20;34,97;12,37;6,34;sth4004bd84d
2021-05-05 18:30;35,52;10,30;6,23;sth208289804
2021-05-05 18:40;92,30;3,17;6,78;sth40019c4c5
2021-05-05 18:50;34,98;3,27;6,48;sth4004e7c8a
2021-05-05 19:00;55,73;7,09;5,94;sth400bc22cb
2021-05-05 19:10;35,14;3,26;5,80;sth400f20366
2021-05-05 19:20;40,52;3,27;8,10;sth2089dd1ef
2021-05-05 19:30;40,85;2,60;5,77;sth208cc34d5
2021-05-05 19:40;42,87;2,71;5,44;sth40091fc41
2021-05-05 19:50;84,11;1,53;3,22;sth2089b5eb7
2021-05-05 20:00;63,88;1,79;3,96;sth400933131
2021-05-05 20:10;70,69;3,65;4,68;sth4003c9c40
2021-05-05 20:20;68,99;1,65;3,37;sth400a6064e
2021-05-05 20:30;37,48;3,82;4,65;sth208dfa0d3
2021-05-05 20:40;57,21;4,81;6,00;sth20812f86b
2021-05-05 20:50;59,55;3,90;3,87;sth4005fc64f
2021-05-05 21:00;40,68;1,79;1,79;sth2081b192a
2021-05-05 21:10;64,25;3,03;0,94;sth4003b9643
2021-05-05 21:20;64,10;2,63;2,33;sth400005689
2021-05-05 21:30;119,21;0,61;3,50;sth400baf40d
2021-05-05 21:40;35,10;1,37;2,41;sth400548801
2021-05-05 21:50;39,98;6,15;6,55;sth208d63d87
2021-05-05 22:00;45,17;10,00;5,81;sth400ad8dc4
2021-05-05 22:10;44,84;6,83;6,95;sth4008ef0ba
2021-05-05 22:20;38,59;8,13;6,74;sth40081c2f1
2021-05-05 22:30;35,53;9,82;6,71;sth400b7806b
2021-05-05 22:40;43,12;9,13;6,66;sth40070501e
2021-05-05 22:50;40,23;9,39;6,64;sth40097757c
2021-05-05 23:00;35,57;9,08;6,59;sth4001e46af
2021-05-05 23:10;39,94;9,47;6,51;sth40063bee5
2021-05-05 23:20;35,53;9,21;6,79;sth400f9d024
2021-05-05 23:30;34,92;7,41;6,44;sth40064afb6
2021-05-05 23:40;34,49;11,04;5,99;sth208dc7c17
2021-05-05 23:50;37,68;10,61;6,64;sth400873cab
44322,00001;35,43;19,29;6,49;sth400546d3a
2021-05-06 00:00;35,29;7,02;6,99;sth400a40bfc
2021-05-06 00:10;35,97;19,86;8,02;sth2088f46fe
44322,00696;41,14;17,66;7,37;sth4006e53c0
44322,0139;69,42;6,39;6,89;sth2087dbaad
2021-05-06 00:20;34,95;19,61;6,68;sth2089e9c59
2021-05-06 00:30;38,55;22,22;6,86;sth20843261d
44322,02084;39,79;17,41;8,13;sth400043d63
2021-05-06 00:40;34,95;14,46;7,10;sth2080dec53
44322,02779;34,69;21,62;7,10;sth208380b4f
2021-05-06 00:50;34,99;18,72;7,09;sth2082a8b50
44322,03473;42,87;21,50;6,66;sth208fdb678
2021-05-06 01:00;36,38;21,18;6,91;sth400594da9
2021-05-06 01:10;34,94;20,70;7,10;sth20856c5ae
2021-05-06 01:20;34,98;10,42;6,87;sth4000a0ebf
2021-05-06 01:30;36,59;21,81;7,10;sth40030d216
2021-05-06 01:40;39,96;20,17;6,70;sth20844ac51
2021-05-06 01:50;36,74;21,68;7,12;sth2088c024d
2021-05-06 02:00;35,69;22,30;7,47;sth208631d46
2021-05-06 02:10;38,98;24,30;6,71;sth400befbff
2021-05-06 02:20;34,93;19,90;6,92;sth4009aed46
2021-05-06 02:30;39,95;18,09;6,71;sth208e4190e
2021-05-06 02:40;34,95;19,85;6,99;sth208874ee2
2021-05-06 02:50;34,96;22,96;7,16;sth40027b8ee
2021-05-06 03:00;34,99;19,44;5,84;sth40046f6d8
2021-05-06 03:10;40,84;15,29;6,80;sth208d294c3
2021-05-06 03:20;35,27;16,17;6,57;sth2082667d6
2021-05-06 03:30;37,41;18,25;7,28;sth208cdae42
2021-05-06 03:40;34,98;17,41;6,71;sth40064ee99
2021-05-06 03:50;35,51;18,37;6,98;sth208406a33
2021-05-06 04:00;34,69;19,49;6,83;sth4001543ef
2021-05-06 04:10;34,82;17,28;6,63;sth400cf4b6e
2021-05-06 04:20;34,80;22,21;6,36;sth208f38530
2021-05-06 04:30;34,80;23,68;7,19;sth208789698
2021-05-06 04:40;34,95;20,62;7,14;sth208995fc7
2021-05-06 04:50;34,96;26,56;6,97;sth400765824
2021-05-06 05:00;35,41;27,96;6,90;sth2085dde8b
2021-05-06 05:10;34,97;23,53;6,95;sth40082b78d
2021-05-06 05:20;36,69;13,81;7,26;sth4007bea0b
2021-05-06 05:30;34,92;13,05;7,44;sth20841751d
2021-05-06 05:40;39,96;18,51;6,68;sth40099b71c
2021-05-06 05:50;35,69;20,14;7,37;sth40047ec70
2021-05-06 06:00;34,93;18,13;7,61;sth200e5d9bc
2021-05-06 06:10;37,29;21,09;7,36;sth400f96511
2021-05-06 06:20;34,97;19,05;6,96;sth400b57ec1
2021-05-06 06:30;35,79;19,79;6,81;sth200c05d22
2021-05-06 06:40;34,95;18,88;6,89;sth40049a7b6
2021-05-06 06:50;39,96;6,36;6,14;sth4006994b0
2021-05-06 07:00;35,93;14,39;6,56;sth4002f88c9
2021-05-06 07:10;38,69;18,55;6,75;sth2002574bb
2021-05-06 07:20;40,30;3,48;5,80;sth400ebbff0
2021-05-06 07:30;39,68;5,49;5,77;sth4005cfe20
2021-05-06 07:40;37,33;18,29;6,84;sth40041bdf5
2021-05-06 07:50;34,93;17,87;6,52;sth400ade85d
2021-05-06 08:00;37,83;16,41;6,80;sth20010dfb2
2021-05-06 08:10;35,11;14,33;7,52;sth200f8faaf
2021-05-06 08:20;42,82;17,69;6,40;sth400d42a03
2021-05-06 08:30;35,38;11,06;6,38;sth20097da42
2021-05-06 08:40;35,67;7,22;7,01;sth4000a0201
2021-05-06 08:50;42,15;17,75;5,81;sth2006cba2a
2021-05-06 09:00;87,11;13,10;6,53;sth400891ce5
2021-05-06 09:10;35,61;11,99;8,26;sth2008beea2
2021-05-06 09:20;36,69;12,57;6,61;sth40010b548
2021-05-06 09:30;45,40;12,10;6,03;sth200004a6d
2021-05-06 09:40;34,67;11,57;6,95;sth200364c55
2021-05-06 09:50;50,11;9,85;6,61;sth200718194
2021-05-06 10:00;34,62;16,33;6,38;sth200b2705c
2021-05-06 10:10;34,97;17,55;7,25;sth2000a2ac2
2021-05-06 10:20;35,98;9,00;6,44;sth200dd893e
2021-05-06 10:30;51,29;12,99;6,47;sth40062105b
2021-05-06 10:40;34,97;12,84;5,93;sth400ac8d03
2021-05-06 10:50;34,96;12,01;6,76;sth4000209ba
2021-05-06 11:00;34,96;15,88;7,02;sth4009123d6
2021-05-06 11:10;37,42;19,36;6,76;sth20014da60
2021-05-06 11:20;47,11;13,94;6,61;sth200061869
2021-05-06 11:30;34,97;9,00;7,43;sth400843d91
2021-05-06 11:40;34,97;14,12;7,32;sth40090f6e9
2021-05-06 11:50;167,23;4,76;5,81;sth20038049c
2021-05-06 13:00;34,66;12,95;6,03;sth205d59da2
2021-05-06 13:10;72,83;14,60;7,09;sth205c94a6c
2021-05-06 13:20;34,64;12,60;6,76;sth205012e4d
2021-05-06 13:30;36,95;10,31;7,13;sth205d0909a
